order_id,order_date,customer_name,city,state,product,category,quantity,price,discount,total_amount,payment_method,sales_person
ORD-0006297,2024-10-15,Jonathan Johnson,North Courtneyview,New Mexico,Canned Beans,Grocery,5,10474.2,21.75,40980.31,Mobile Pay,Bryan Williams
ORD-0006298,2024-06-21,Kara Clark,Lake Dennis,California,Sofa,Furniture,8,38938.17,25.57,231853.44,Debit Card,Darrell Armstrong
ORD-0006299,2024-02-29,Tammy West,East Lee,New York,Office Chair,Furniture,2,41713.9,8.2,76586.72,Debit Card,Angelica Garcia
ORD-0006300,2025-06-18,Jesse Martin,Lake Ricardo,Washington,Snack Pack,Grocery,4,9235.41,24.27,27975.9,Net Banking,Heather Smith
ORD-0006301,2025-03-09,Justin Lewis,Jenniferport,Arkansas,Olive Oil,Grocery,9,28797.21,27.36,188264.64,Mobile Pay,Angelica Garcia
ORD-0006302,2024-02-27,Randall Norton,Rayburgh,Massachusetts,Yoga Mat,Sports,2,46908.9,1.8,92129.08,Net Banking,Marie Jackson
ORD-0006303,2024-09-10,Tricia Morris,North Marymouth,Illinois,Tablet,Electronics,8,38508.6,17.48,254218.37,Cash,Sherry Stephens
ORD-0006304,2024-02-28,Wesley Williams,Nelsonshire,Maryland,Bluetooth Speaker,Electronics,6,44066.3,2.09,258871.89,Credit Card,Angelica Garcia
ORD-0006305,2024-06-06,Darius May,Cynthiabury,North Dakota,Jeans,Clothing,1,30101.45,3.77,28966.63,Mobile Pay,Sean Cervantes
ORD-0006306,2025-01-05,Stephen White,West Cory,Mississippi,Tennis Racket,Sports,5,9770.65,27.61,35364.87,Cash,Bryan Williams
ORD-0006307,2025-03-08,Laura Thompson,Lake Kimberly,Nevada,Sofa,Furniture,2,41378.62,18.47,67471.98,Credit Card,Rachel Allen DDS
ORD-0006308,2024-11-07,Victoria Pruitt,Rossfort,Connecticut,Coffee Table,Furniture,7,45911.64,7.94,295863.79,Mobile Pay,Sherry Stephens
ORD-0006309,2025-03-25,Rachel Rodriguez,Jacksonport,South Dakota,Fitness Tracker,Sports,1,5650.78,27.76,4082.12,Debit Card,Marie Jackson
ORD-0006310,2024-08-07,Stacey Johnson,Tiffanyfurt,North Dakota,Cereal Box,Grocery,3,48492.87,14.36,124587.88,Credit Card,Rachel Allen DDS
ORD-0006311,2024-03-01,Jill Thomas,Changborough,Vermont,Fitness Tracker,Sports,10,41134.71,24.1,312212.45,Credit Card,Darrell Armstrong
ORD-0006312,2024-09-24,Jason Parsons,Hernandezhaven,Wyoming,Dining Table,Furniture,5,38294.38,12.27,167978.3,Cash,Sean Cervantes
ORD-0006313,2024-02-16,Jessica Weaver,East Patrickton,Nebraska,Gaming Console,Electronics,10,26223.85,28.33,187946.33,Cash,Darrell Armstrong
ORD-0006314,2024-01-04,Shawn Ramirez,South Katie,Michigan,Bluetooth Speaker,Electronics,9,34101.65,10.31,275271.93,Debit Card,Jesse Grimes
ORD-0006315,2025-05-18,Kathleen Ramos MD,Taylormouth,Mississippi,Coffee Table,Furniture,10,33126.13,12.07,291278.06,Debit Card,Shawn Cunningham
ORD-0006316,2024-06-01,Nicole Martinez,Deborahborough,Washington,Office Chair,Furniture,4,42858.31,19.51,137986.61,Credit Card,Jesse Grimes
ORD-0006317,2024-10-22,Christopher Finley,Port Barbara,Virginia,Dining Table,Furniture,4,3846.98,19.66,12362.65,Debit Card,Sean Cervantes
ORD-0006318,2024-03-09,Kayla Floyd,Patriciaside,Illinois,Bookshelf,Furniture,10,35516.68,9.92,319934.25,Credit Card,Heather Smith
ORD-0006319,2024-05-14,Elizabeth Grimes,Andersonstad,Virginia,Office Chair,Furniture,1,49715.89,16.63,41448.14,Debit Card,Jesse Grimes
ORD-0006320,2025-08-11,Ashley Graves,Lake Julianville,Virginia,Smartphone,Electronics,6,18593.9,24.59,84129.96,Cash,Darrell Armstrong
ORD-0006321,2024-07-03,Tracie Smith,New Tyler,Arizona,Wireless Earbuds,Electronics,10,47923.24,8.74,437347.49,Net Banking,Shawn Cunningham
ORD-0006322,2024-12-12,Cory Johnston,Carrollport,Alaska,Canned Beans,Grocery,8,15476.1,2.62,120565.01,Mobile Pay,Sean Cervantes
ORD-0006323,2024-03-28,Nathan Wallace,Reynoldsmouth,Nevada,Bookshelf,Furniture,4,20111.44,6.61,75128.3,Mobile Pay,Marie Jackson
ORD-0006324,2024-03-18,Michelle Hill,New Brittanyfurt,Massachusetts,Basketball Shoes,Sports,1,42693.52,4.5,40772.31,Debit Card,Sherry Stephens
ORD-0006325,2024-04-01,Jordan Hood,Benjaminchester,Pennsylvania,Coffee Beans,Grocery,5,32569.23,3.38,157341.95,Mobile Pay,Rachel Allen DDS
ORD-0006326,2024-04-30,Rebecca Gonzales,Kellymouth,Tennessee,Coffee Table,Furniture,9,44037.43,23.76,302167.23,Credit Card,Bryan Williams
ORD-0006327,2024-08-01,James Pennington,Williamsfort,Rhode Island,Cereal Box,Grocery,3,31561.13,15.58,79931.72,Mobile Pay,Heather Smith
ORD-0006328,2025-01-11,Carrie Hawkins,Dennismouth,Arizona,Jeans,Clothing,1,16070.43,26.05,11884.08,Net Banking,Sherry Stephens
ORD-0006329,2024-05-05,Leslie Norris,Stevenchester,Michigan,Olive Oil,Grocery,5,32525.87,5.27,154058.78,Credit Card,Marie Jackson
ORD-0006330,2024-01-11,Susan Cervantes,East Bethanymouth,New Mexico,Tennis Racket,Sports,4,6285.81,8.31,23053.84,Debit Card,Sherry Stephens
ORD-0006331,2024-02-15,Jodi Miller,West Andreaport,Utah,Sweater,Clothing,4,6761.66,26.11,19984.76,Credit Card,Katie Cervantes
ORD-0006332,2024-09-04,Nicole Berry,East Clairechester,Oregon,Fitness Tracker,Sports,5,48757.31,9.52,220578.07,Mobile Pay,Jesse Grimes
ORD-0006333,2025-11-09,Peter Baker,Glennmouth,Minnesota,Bookshelf,Furniture,6,19414.4,26.39,85745.64,Net Banking,Bryan Williams
ORD-0006334,2025-07-08,Renee Meyers,Chaveztown,Alaska,Wireless Earbuds,Electronics,8,24830.08,1.97,194727.42,Net Banking,Angelica Garcia
ORD-0006335,2024-06-11,Jacqueline Gonzalez,Bryanmouth,Kansas,Bluetooth Speaker,Electronics,3,29012.02,1.68,85573.85,Mobile Pay,Sherry Stephens
ORD-0006336,2024-07-31,Luis Barnes,East Ashleyborough,Texas,Gaming Console,Electronics,6,24220.18,28.0,104631.18,Debit Card,Marie Jackson
ORD-0006337,2025-03-15,John Mcpherson,Griffinton,New Mexico,Laptop,Electronics,1,7807.08,0.47,7770.39,Debit Card,Bryan Williams
ORD-0006338,2024-03-28,Glenn Bryan,Jasonstad,New Jersey,Canned Beans,Grocery,10,37841.75,12.98,329298.91,Net Banking,Sherry Stephens
ORD-0006339,2024-08-04,Veronica Thomas,South Chelseaburgh,Wisconsin,Organic Milk,Grocery,5,43238.02,22.69,167136.57,Mobile Pay,Angelica Garcia
ORD-0006340,2025-09-12,Manuel Rodgers,North Tylerfort,Oregon,Sweater,Clothing,6,41695.3,28.52,178822.8,Debit Card,Rachel Allen DDS
ORD-0006341,2025-09-14,Paul Murillo,Beardside,Louisiana,Basketball Shoes,Sports,5,12377.85,20.65,49109.12,Net Banking,Katie Cervantes
ORD-0006342,2024-07-26,James Williams,Wiseport,Georgia,Smart TV,Electronics,3,43450.24,20.01,104267.54,Net Banking,Jesse Grimes
ORD-0006343,2025-01-14,Brandon Mercer,North Melissa,Ohio,Cereal Box,Grocery,10,22113.0,29.1,156781.17,Mobile Pay,Bryan Williams
ORD-0006344,2024-10-23,John Williamson,Chasefort,Delaware,Olive Oil,Grocery,3,23785.86,17.59,58805.78,Cash,Heather Smith
ORD-0006345,2025-12-26,Kari Gibson,Patrickview,Oregon,Coffee Table,Furniture,3,17860.97,26.28,39501.32,Credit Card,Darrell Armstrong
ORD-0006346,2024-09-18,Michael Velez,Lake Jason,Nevada,Coffee Table,Furniture,7,7022.78,22.57,38064.17,Debit Card,Angelica Garcia
ORD-0006347,2024-11-17,Jeffrey Gonzalez,Aguilarstad,South Carolina,Wireless Earbuds,Electronics,5,28968.63,21.02,114397.12,Credit Card,Bryan Williams
ORD-0006348,2024-04-12,Denise Dennis,East George,Nebraska,Jeans,Clothing,3,1443.65,14.93,3684.34,Mobile Pay,Sherry Stephens
ORD-0006349,2024-09-26,Jacob Grimes,Schneiderside,New Jersey,Organic Milk,Grocery,10,39070.25,7.67,360735.62,Net Banking,Rachel Allen DDS
ORD-0006350,2024-01-26,Rita Welch,North Joseph,Idaho,Dining Table,Furniture,7,1913.1,11.65,11831.57,Credit Card,Sherry Stephens
ORD-0006351,2025-03-01,David Smith,Arnoldton,Minnesota,Bed Frame,Furniture,2,42006.32,14.68,71679.58,Cash,Jesse Grimes
ORD-0006352,2024-03-17,Cindy Lane,Lake Lindseyfurt,Delaware,Snack Pack,Grocery,3,1253.52,21.57,2949.41,Mobile Pay,Darrell Armstrong
ORD-0006353,2025-07-07,Cody Thompson,Port Travisstad,New Hampshire,Canned Beans,Grocery,10,6299.87,20.08,50348.56,Debit Card,Darrell Armstrong
ORD-0006354,2024-01-12,Jessica Jennings,Georgeside,Oklahoma,Coffee Beans,Grocery,10,47203.1,25.47,351804.7,Mobile Pay,Steven Miller
ORD-0006355,2025-05-10,Tiffany Reese,North Brianchester,Virginia,Bluetooth Speaker,Electronics,3,19659.98,29.7,41462.9,Mobile Pay,Heather Smith
ORD-0006356,2025-05-28,Deborah Ferguson,Troyfort,Hawaii,Sofa,Furniture,5,1490.38,4.41,7123.27,Debit Card,Sherry Stephens
ORD-0006357,2024-12-14,Brenda Joseph,Gordonburgh,Michigan,Bed Frame,Furniture,8,47408.66,7.13,352227.38,Mobile Pay,Shawn Cunningham
ORD-0006358,2025-06-22,Jennifer Brown,Vasquezview,Ohio,Organic Milk,Grocery,6,6434.59,11.24,34268.05,Net Banking,Rachel Allen DDS
ORD-0006359,2024-01-20,Deborah Gardner,South Alisonfort,South Carolina,Bookshelf,Furniture,1,27183.15,7.24,25215.09,Debit Card,Steven Miller
ORD-0006360,2024-08-19,Paula Stephens,Aprilhaven,Oklahoma,Canned Beans,Grocery,9,18250.78,22.71,126954.25,Cash,Steven Miller
ORD-0006361,2025-07-20,Stephanie Costa,Jasonfort,Montana,Sneakers,Clothing,3,22560.13,22.34,52560.59,Net Banking,Sean Cervantes
ORD-0006362,2025-06-11,Autumn Robinson,Jonathanstad,Nebraska,Dress,Clothing,1,49553.41,4.3,47422.61,Cash,Steven Miller
ORD-0006363,2025-04-03,James Hayes,Adamland,Kansas,Jacket,Clothing,1,29722.35,6.14,27897.4,Cash,Steven Miller
ORD-0006364,2025-05-10,Kristin Dawson,Wendychester,Texas,Yoga Mat,Sports,1,41321.63,3.06,40057.19,Net Banking,Steven Miller
ORD-0006365,2025-02-13,Joseph Ryan,East Aaron,Kansas,Organic Milk,Grocery,2,4914.53,27.21,7154.57,Credit Card,Katie Cervantes
ORD-0006366,2024-06-18,Sandra Davenport,Michaelstad,Arizona,Snack Pack,Grocery,7,31179.18,6.94,203107.41,Mobile Pay,Heather Smith
ORD-0006367,2025-09-29,Brianna Walker,West Steven,Colorado,Yoga Mat,Sports,3,26407.67,2.59,77171.13,Net Banking,Heather Smith
ORD-0006368,2024-12-13,Meredith Hamilton,North Matthew,Oregon,Jeans,Clothing,4,11359.66,2.13,44470.8,Net Banking,Katie Cervantes
ORD-0006369,2024-04-13,Gregory Hurley,South Michael,Kentucky,Jeans,Clothing,8,17951.55,29.31,101519.61,Credit Card,Jesse Grimes
ORD-0006370,2025-03-30,Sheila Brooks,Joycetown,Tennessee,Yoga Mat,Sports,7,47085.33,7.07,306294.78,Credit Card,Bryan Williams
ORD-0006371,2025-07-07,Tara Weber,Rickymouth,Texas,Tablet,Electronics,10,7369.77,19.18,59562.48,Credit Card,Shawn Cunningham
ORD-0006372,2024-06-15,Christopher Smith,Brittanytown,New Hampshire,Bed Frame,Furniture,8,45916.75,14.54,313923.64,Debit Card,Rachel Allen DDS
ORD-0006373,2024-07-22,Monica Carter,Morganmouth,South Carolina,Football,Sports,10,26111.9,15.23,221350.58,Credit Card,Sean Cervantes
ORD-0006374,2025-09-14,Maureen Hernandez,Nicolefurt,Hawaii,Basketball Shoes,Sports,10,37133.84,26.55,272748.05,Cash,Sherry Stephens
ORD-0006375,2024-01-01,Rhonda Schroeder,West Christopherfort,Colorado,Smart TV,Electronics,5,21395.94,0.46,106487.59,Credit Card,Bryan Williams
ORD-0006376,2025-01-06,Shannon Harris,West Jane,North Dakota,Canned Beans,Grocery,6,30636.56,16.43,153617.84,Mobile Pay,Steven Miller
ORD-0006377,2025-05-12,Miranda Robertson,Jessicaton,Mississippi,Fitness Tracker,Sports,1,42716.34,21.67,33459.71,Cash,Heather Smith
ORD-0006378,2024-04-21,Thomas Flores,Saundersport,New Hampshire,Sneakers,Clothing,7,12606.77,21.84,68974.16,Debit Card,Jesse Grimes
ORD-0006379,2025-01-05,Michael Ford,Sarahbury,Oregon,Organic Milk,Grocery,3,18187.65,10.11,49046.64,Debit Card,Shawn Cunningham
ORD-0006380,2025-04-29,Gregory Carter,North Alfred,Alabama,Smartphone,Electronics,1,28813.8,28.81,20512.54,Debit Card,Angelica Garcia
ORD-0006381,2025-08-28,Jay Powell,Lake Mariashire,Arizona,Jacket,Clothing,4,28387.39,1.55,111789.54,Mobile Pay,Darrell Armstrong
ORD-0006382,2024-08-21,Christine Alvarado,Copelandchester,Iowa,Gaming Console,Electronics,2,40767.15,0.11,81444.61,Mobile Pay,Bryan Williams
ORD-0006383,2024-10-04,Devin Martin,Carneyborough,Massachusetts,Laptop,Electronics,2,44159.0,5.57,83398.69,Mobile Pay,Rachel Allen DDS
ORD-0006384,2025-06-19,Gary Miller,Jordanborough,South Dakota,Sneakers,Clothing,9,38131.87,28.35,245893.36,Cash,Angelica Garcia
ORD-0006385,2025-04-06,Jennifer Wright,New Sarah,Tennessee,Smartphone,Electronics,5,332.3,21.99,1296.14,Cash,Rachel Allen DDS
ORD-0006386,2024-05-16,Dawn Padilla,Silvabury,Delaware,Bookshelf,Furniture,3,21036.51,24.77,47477.3,Net Banking,Sherry Stephens
ORD-0006387,2025-07-06,Jane Brown,New Amber,Texas,Sneakers,Clothing,4,49706.71,21.61,155860.36,Net Banking,Jesse Grimes
ORD-0006388,2025-11-22,Dillon Barrera,South Michaelberg,Hawaii,Canned Beans,Grocery,10,46154.06,27.17,336140.02,Net Banking,Jesse Grimes
ORD-0006389,2024-03-05,Linda Long,Lesliestad,Wisconsin,Coffee Table,Furniture,10,2877.59,22.78,22220.75,Net Banking,Rachel Allen DDS
ORD-0006390,2025-03-17,Debbie Stein,North Matthewmouth,Maine,Camera,Electronics,9,29697.22,14.51,228493.38,Credit Card,Sherry Stephens
ORD-0006391,2025-03-09,Linda Boyd,Nicholasburgh,Alaska,Football,Sports,4,6268.73,9.37,22725.4,Cash,Sherry Stephens
ORD-0006392,2024-08-29,Jason Gilbert,Jefferymouth,Oregon,Fitness Tracker,Sports,8,8026.57,15.14,54490.78,Debit Card,Rachel Allen DDS
ORD-0006393,2024-03-11,Daniel Pham,Garciabury,Montana,Jacket,Clothing,9,35203.07,27.7,229066.38,Cash,Sean Cervantes
ORD-0006394,2024-03-28,Margaret Miller,West Jenniferview,Illinois,Coffee Table,Furniture,7,10040.51,10.73,62742.14,Net Banking,Shawn Cunningham
ORD-0006395,2025-11-19,Katherine Hughes,Reyeschester,Alaska,Bookshelf,Furniture,10,46796.23,0.07,467634.73,Cash,Heather Smith
ORD-0006396,2025-09-15,Melissa Rogers,South Lynn,Oregon,Jacket,Clothing,4,35565.95,18.42,116058.81,Net Banking,Shawn Cunningham
ORD-0006397,2024-07-14,Angela Graham,West Walter,North Dakota,Gaming Console,Electronics,1,40333.69,18.32,32944.56,Credit Card,Darrell Armstrong
ORD-0006398,2024-04-06,James Hensley,Lake Eric,Texas,Tennis Racket,Sports,7,48494.98,20.73,269093.79,Credit Card,Shawn Cunningham
ORD-0006399,2024-09-23,Victoria Michael,Justinside,Texas,Gaming Console,Electronics,9,42297.96,27.85,274661.8,Cash,Sherry Stephens
ORD-0006400,2025-11-10,Kristin Vega,East Daniellemouth,Alaska,Basketball Shoes,Sports,9,7321.51,25.36,49182.98,Mobile Pay,Shawn Cunningham
ORD-0006401,2024-06-26,Tracy Murillo,Port Thomas,Maine,Laptop,Electronics,9,10837.83,27.37,70843.64,Debit Card,Katie Cervantes
ORD-0006402,2025-12-25,Corey Petty,Emilytown,Tennessee,Camera,Electronics,7,23906.49,6.24,156903.08,Cash,Heather Smith
ORD-0006403,2025-09-03,Rose Frazier,North Danielleburgh,Ohio,Snack Pack,Grocery,7,43138.04,17.62,248759.82,Mobile Pay,Sean Cervantes
ORD-0006404,2024-07-23,Tina Mathews,South Melissaburgh,Alaska,Yoga Mat,Sports,5,22351.7,2.44,109031.59,Credit Card,Heather Smith
ORD-0006405,2024-02-12,David Cunningham,Stephenview,Oklahoma,Coffee Table,Furniture,5,44432.12,15.29,188192.24,Net Banking,Sean Cervantes
ORD-0006406,2025-12-05,Andrew Pham,East Mario,Tennessee,Bed Frame,Furniture,2,23973.83,22.81,37010.8,Mobile Pay,Steven Miller
ORD-0006407,2024-12-04,Nancy Kelly,Baileybury,North Dakota,Canned Beans,Grocery,7,44033.23,5.54,291156.52,Mobile Pay,Sean Cervantes
ORD-0006408,2025-12-03,Timothy Jacobs,Porterborough,Delaware,Basketball Shoes,Sports,2,43669.61,13.39,75644.5,Mobile Pay,Rachel Allen DDS
ORD-0006409,2025-07-12,Derrick Hicks,South Andrewshire,Illinois,Gaming Console,Electronics,7,30324.32,27.51,153874.7,Net Banking,Darrell Armstrong
ORD-0006410,2025-03-01,Timothy Crawford,South Sandra,Vermont,Yoga Mat,Sports,10,9153.82,21.67,71701.87,Net Banking,Bryan Williams
ORD-0006411,2025-01-12,Ryan Nguyen,Lake Christie,Ohio,Sweater,Clothing,6,16020.61,23.91,73140.49,Net Banking,Rachel Allen DDS
ORD-0006412,2025-12-19,Larry Francis,Port Davidtown,Louisiana,Jeans,Clothing,10,4360.43,0.17,43530.17,Cash,Rachel Allen DDS
ORD-0006413,2024-09-15,Mary Welch,Sandovalmouth,Utah,Tablet,Electronics,7,18964.06,0.33,132310.35,Mobile Pay,Bryan Williams
ORD-0006414,2025-05-17,Lisa Tapia,West David,North Carolina,Fitness Tracker,Sports,6,16951.84,23.79,77513.98,Credit Card,Katie Cervantes
ORD-0006415,2024-03-23,Alejandra Delgado,New Kayla,Massachusetts,Bed Frame,Furniture,9,34919.99,24.34,237784.18,Net Banking,Steven Miller
ORD-0006416,2024-06-30,Shawn Glenn,New Seth,West Virginia,Canned Beans,Grocery,8,47199.0,22.93,291010.15,Mobile Pay,Shawn Cunningham
ORD-0006417,2025-01-17,Diana Wong,Schmidtton,South Dakota,Sofa,Furniture,5,21657.69,7.81,99831.12,Cash,Sherry Stephens
ORD-0006418,2024-03-08,Thomas Gonzales,North Mistytown,Michigan,Jeans,Clothing,10,28268.98,13.55,244385.33,Mobile Pay,Darrell Armstrong
ORD-0006419,2024-10-21,Alexis Simmons,Port Rachael,Maine,Basketball Shoes,Sports,5,40827.26,1.27,201543.77,Cash,Steven Miller
ORD-0006420,2024-08-14,Cassandra Love,Wilsonland,Alabama,Bookshelf,Furniture,7,8066.95,24.6,42577.36,Net Banking,Bryan Williams
ORD-0006421,2024-07-31,Lauren Wallace,Mcknightfurt,Ohio,T-Shirt,Clothing,9,24416.44,15.62,185423.33,Cash,Katie Cervantes
ORD-0006422,2025-11-26,Brittany Parrish,New Kimberlyland,New Hampshire,Wireless Earbuds,Electronics,4,17018.34,5.41,64390.59,Cash,Angelica Garcia
ORD-0006423,2025-10-03,Lisa Smith,Paultown,Colorado,Smart TV,Electronics,3,33990.56,10.92,90836.37,Mobile Pay,Heather Smith
ORD-0006424,2024-06-23,Alexandra Garcia,West Derrick,Maryland,Smartphone,Electronics,10,17008.68,26.17,125575.08,Debit Card,Heather Smith
ORD-0006425,2025-04-25,Teresa Sanchez,Dickersonmouth,Illinois,Gaming Console,Electronics,10,20563.41,21.88,160641.36,Cash,Katie Cervantes
ORD-0006426,2024-09-20,Richard Contreras,Brownhaven,Mississippi,Smartphone,Electronics,4,1513.26,4.56,5777.02,Debit Card,Sean Cervantes
ORD-0006427,2025-10-26,Michael Alvarado,Ortiztown,Nevada,Organic Milk,Grocery,8,36676.55,28.14,210846.15,Net Banking,Sherry Stephens
ORD-0006428,2024-05-27,Abigail Rodriguez,East Steven,Rhode Island,Sneakers,Clothing,7,11661.45,8.15,74977.29,Cash,Steven Miller
ORD-0006429,2024-01-13,Brandon Hardin,Leslieland,Indiana,Yoga Mat,Sports,2,13190.45,3.09,25565.73,Debit Card,Sherry Stephens
ORD-0006430,2025-06-16,Ian Herrera,Martinhaven,Rhode Island,Coffee Table,Furniture,1,44806.22,1.0,44358.16,Mobile Pay,Rachel Allen DDS
ORD-0006431,2025-09-28,Meghan Townsend,Port Richard,Georgia,T-Shirt,Clothing,7,6537.87,21.83,35774.57,Credit Card,Sherry Stephens
ORD-0006432,2025-10-06,Desiree Tyler,Wrightberg,Vermont,Dress,Clothing,6,18855.29,10.29,101490.48,Mobile Pay,Rachel Allen DDS
ORD-0006433,2025-03-15,Brian Hill,Deborahberg,Tennessee,Snack Pack,Grocery,3,24529.87,10.85,65605.14,Credit Card,Sean Cervantes
ORD-0006434,2025-04-07,Sarah Brown,New Patrickstad,New York,Jacket,Clothing,10,39978.68,18.11,327385.41,Cash,Rachel Allen DDS
ORD-0006435,2025-11-01,Albert Alvarado,Lake Timothy,Alabama,Smart TV,Electronics,2,43513.13,4.35,83240.62,Net Banking,Rachel Allen DDS
ORD-0006436,2025-06-03,Renee Jones,South Joseph,Nebraska,Canned Beans,Grocery,3,18492.11,18.01,45485.04,Net Banking,Darrell Armstrong
ORD-0006437,2025-02-07,Mr. Chris Coleman,Hoffmanhaven,Minnesota,Coffee Beans,Grocery,9,13914.96,22.83,96643.57,Cash,Sherry Stephens
ORD-0006438,2024-04-06,Janet Adkins,Lake Brian,Washington,Bed Frame,Furniture,7,39489.52,2.41,269764.76,Cash,Shawn Cunningham
ORD-0006439,2024-07-07,James Baird MD,Port Adrian,Mississippi,Smart TV,Electronics,9,17752.64,25.85,118472.24,Credit Card,Angelica Garcia
ORD-0006440,2025-02-17,Timothy Lane,Ashleyfurt,Washington,Smart TV,Electronics,8,32132.49,22.17,200069.74,Debit Card,Steven Miller
ORD-0006441,2025-04-02,Antonio Johnson,Nicoleborough,New Hampshire,Fitness Tracker,Sports,7,26854.25,8.58,171851.09,Credit Card,Angelica Garcia
ORD-0006442,2024-08-05,Vanessa Lyons,Ingramside,Delaware,Laptop,Electronics,5,3195.12,17.5,13179.87,Net Banking,Sean Cervantes
ORD-0006443,2024-08-03,Brianna Mathews,West Shirleymouth,Missouri,T-Shirt,Clothing,7,3192.68,11.98,19671.38,Cash,Rachel Allen DDS
ORD-0006444,2024-01-16,Diane Castro,Johnsonchester,New Mexico,Dress,Clothing,5,5999.1,25.76,22268.66,Net Banking,Angelica Garcia
ORD-0006445,2024-11-26,Alexis Carter,North Jenny,Kentucky,Organic Milk,Grocery,3,35174.09,21.0,83362.59,Credit Card,Sherry Stephens
ORD-0006446,2024-09-01,Kelly Anderson,Monroechester,Nebraska,Canned Beans,Grocery,2,3559.63,12.57,6224.37,Cash,Heather Smith
ORD-0006447,2024-09-03,Morgan Reed,South James,Vermont,Sofa,Furniture,5,26410.25,7.71,121870.1,Net Banking,Bryan Williams
ORD-0006448,2024-12-20,Steven Russell,West Michael,Georgia,Bed Frame,Furniture,1,17735.37,23.36,13592.39,Mobile Pay,Steven Miller
ORD-0006449,2025-03-29,Joshua Johnson Jr.,New Shaun,Oregon,T-Shirt,Clothing,3,38981.47,10.05,105191.5,Debit Card,Angelica Garcia
ORD-0006450,2024-04-27,Dana Murray,Salazarfurt,Tennessee,Basketball Shoes,Sports,2,26676.48,13.58,46107.63,Cash,Sean Cervantes
ORD-0006451,2024-10-27,Amanda Lee,Jamieland,Nebraska,Camera,Electronics,10,34306.07,21.16,270469.06,Cash,Katie Cervantes
ORD-0006452,2025-11-20,Jennifer Hart,Annafort,North Carolina,Sneakers,Clothing,4,3452.32,24.83,10380.44,Debit Card,Jesse Grimes
ORD-0006453,2024-07-29,David Ford,West Jenniferborough,Alabama,Bluetooth Speaker,Electronics,8,18127.79,26.08,107200.5,Cash,Katie Cervantes
ORD-0006454,2024-05-11,Lisa Gill,South Monica,Oregon,Canned Beans,Grocery,4,21926.75,14.58,74919.32,Credit Card,Steven Miller
ORD-0006455,2025-02-23,Derrick Lara,Katherineburgh,New Hampshire,Snack Pack,Grocery,10,47491.3,18.71,386056.78,Net Banking,Bryan Williams
ORD-0006456,2025-10-17,Stacie Graham,Irwinshire,Virginia,Canned Beans,Grocery,5,22197.94,2.25,108492.43,Debit Card,Angelica Garcia
ORD-0006457,2025-02-28,Brian Anderson,West Audreyville,Arkansas,Football,Sports,10,35258.25,9.85,317853.12,Debit Card,Katie Cervantes
ORD-0006458,2024-10-10,Trevor Nelson,North Gregory,Montana,Wireless Earbuds,Electronics,2,22982.77,6.07,43175.43,Mobile Pay,Jesse Grimes
ORD-0006459,2025-03-24,Catherine Oliver,Wandaburgh,Rhode Island,Jacket,Clothing,10,8245.62,22.99,63499.52,Debit Card,Angelica Garcia
ORD-0006460,2024-10-03,Todd Clark,Gilmoretown,Delaware,Jeans,Clothing,6,42801.32,26.78,188034.76,Cash,Marie Jackson
ORD-0006461,2025-03-16,Patricia Henderson,Allisonton,Montana,Jeans,Clothing,7,44896.54,3.94,301893.31,Debit Card,Marie Jackson
ORD-0006462,2024-11-30,Ronald Porter,Andrewmouth,California,Bluetooth Speaker,Electronics,7,7891.58,3.4,53362.86,Net Banking,Steven Miller
ORD-0006463,2025-08-11,Robert Lee,Fieldsshire,Colorado,Smart TV,Electronics,7,3372.39,11.08,20991.1,Mobile Pay,Bryan Williams
ORD-0006464,2024-02-07,Rebecca Russell,North Christina,Rhode Island,T-Shirt,Clothing,7,5308.92,20.1,29692.79,Cash,Steven Miller
ORD-0006465,2025-07-30,Angela Blake,North Brandontown,Ohio,Basketball Shoes,Sports,1,1847.96,28.79,1315.93,Debit Card,Angelica Garcia
ORD-0006466,2024-03-24,Jose Black,Lake Benjamintown,Wyoming,Bed Frame,Furniture,5,43041.39,6.39,201455.23,Cash,Katie Cervantes
ORD-0006467,2024-10-01,Dawn Miller,Stephaniestad,Michigan,Tennis Racket,Sports,1,18033.82,1.97,17678.55,Debit Card,Rachel Allen DDS
ORD-0006468,2024-02-01,Michael Soto,South Crystal,Tennessee,Jacket,Clothing,7,5567.21,22.31,30276.16,Debit Card,Jesse Grimes
ORD-0006469,2024-06-14,Timothy Adams,Carolynshire,Alaska,Coffee Beans,Grocery,2,9725.2,29.05,13800.06,Credit Card,Steven Miller
ORD-0006470,2025-08-20,Patrick Smith,Aliciaport,Nebraska,Coffee Beans,Grocery,2,13191.89,19.48,21244.22,Net Banking,Katie Cervantes
ORD-0006471,2025-07-16,Courtney Gutierrez,Lake Kelli,Ohio,Bluetooth Speaker,Electronics,4,8641.57,24.68,26035.32,Credit Card,Bryan Williams
ORD-0006472,2025-06-09,Beth Church,Anthonybury,Mississippi,Jacket,Clothing,10,35494.78,19.56,285520.01,Credit Card,Angelica Garcia
ORD-0006473,2025-07-09,Nicole Dean,Weberside,New Hampshire,Snack Pack,Grocery,7,42020.67,23.33,225520.73,Net Banking,Bryan Williams
ORD-0006474,2025-11-26,Benjamin Foley,West Laura,Oklahoma,Snack Pack,Grocery,1,36647.69,9.92,33012.24,Credit Card,Bryan Williams
